extension_id	version	permission_score	combination_score	overprivilege_score	label
ckjdfkfdgpdfpfpjamfomihkpggdkbgj	0.1	0.000000	0.200000	0	0.0
ckjkgoaomiigabihjfgeeappidbkfjcj	0.3	0.875000	0.500000	0	0.5
ckjlbidikkpfklcjbhpgeocccldckjjk	1.0.0	0.000000	0.200000	0	0.0
ckmgacdpehakpkhdmphlklpbiknegiel	1.0.0	0.000000	0.200000	0	0.0
cknjeakchibpgkehfkbiblijdpmfjlbl	1.0.2	0.750000	0.500000	0	0.5
clahdbbohmkifbinacldjapkoldknkgc	1.0.0	0.000000	0.200000	0	0.0
claifejafikomggbbjkkkmmalglphhad	1.1	0.000000	0.200000	0	0.0
clcmihjghobdclmkacpblebpdgcgbekn	1.0.3	1.000000	0.500000	0	0.5
cleomhldhhdidgbncmeomhkmbpnghbbg	2.4.11	1.000000	0.500000	0	0.5
clhcbidhemjcpnckmfjhmcfffamlijch	1.1	0.000000	0.200000	0	0.0
clhmkloojalklhijpchjckkfmmiakbgf	1.2	1.000000	0.500000	0	0.5
clhmpagmlapihcckebebloihadhfbkmf	2.0.1	0.833333	0.500000	0	0.5
clkkcamlckenigkhlpeclnbeecpcnfpp	0.1.0	0.750000	0.500000	0	0.5
clmkkjngjeekdegofkldgeimjafgadgc	0.0.2	0.000000	0.200000	0	0.0
clpleggomcddnmmfikfgcoilmfeiajod	0.0.11	1.000000	0.500000	0	0.5
cmbiedolojjkcggafcfofelbmdcofboo	1.0	1.000000	0.500000	0	0.5
cmbpdfnajjecfhfdhokclgghaalgpond	1.0	1.000000	0.200000	0	0.5
cmdoaemdhofaocicofbpaccibodhnolk	1.3	0.875000	0.500000	0	0.5
cmhhkljoihbioidpgfbpgojebcghgghl	1.1	0.750000	0.500000	0	0.5
cmihdjmmdaikilemfambhmficiladjjm	1.5	0.625000	0.200000	0	0.5
cmklhlakbfchnfpgcgnpandiednlihlc	2.1	1.000000	0.500000	1	1.0
cmkmbhibddfjgokeipcjedbhphkmhied	1.0.0.5	0.805556	0.676699	1	1.0
cmnndbpmkfogafcjneodnolmodbgkflm	1.0	0.500000	0.500000	1	1.0
cmppflgoijmdpnhmnlbomhpgmllopkfh	1.0.0	0.250000	0.200000	0	0.0
cngcpkahogdgpimmcfiageicpillgihm	1.10	0.916667	0.500000	0	0.5
cnjjalmdibgigekgnbdacckddhacmpio	1.0	1.000000	0.500000	0	0.5
cnoofjhhcfdgkfdfehhehcajidniclgf	0.0.2	1.000000	0.500000	0	0.5
coajmdbdmpjgombdibcacennimfhliak	1.1	0.000000	0.200000	0	0.0
cocfgoaklpgnlpbicmgjadaadikoljaf	3.4.0	0.812500	0.500000	1	1.0
cockglenkdgapaligodjbcoilagaglnj	2.2.0	0.750000	0.500000	0	0.5
codjlfjagmdhdlhffnhcpcamachkhald	1.2.0	0.000000	0.200000	0	0.0
cofbifhnbilghpifhcbjfildajglklhk	1	0.000000	0.200000	0	0.0
cojfjnepnicclgpmodfnfoccpkddnlnl	2.0	0.000000	0.200000	0	0.0
copdjcgkhmclllognmgnbcgcomhaigkc	1.0	0.875000	0.500000	1	1.0
cophlehljmbckcngkhjmipddiogfbfbp	0.8	1.000000	0.200000	0	0.5
cpekabdeobhejggemedbfkahjafpfbic	1.0	0.875000	0.500000	0	0.5
cpipffohfdjicnolndjodfgckhpgjoid	1.6	0.000000	0.200000	0	0.0
cpnmooclkmhdbbmlidadgmiidombgiab	1.0.0	1.000000	0.500000	1	1.0
dabienjgijeemncfinfiaafenemojkpa	0.0.1	0.000000	0.200000	0	0.0
dachjbadbciiihdjnndaagehagolbdmf	0.0.1	0.000000	0.200000	0	0.0
daijabngpgjgfcocemkhobigapfimfjk	1.3.0	0.750000	0.500000	0	0.5
dainhconpelejndoomgpcidefdmgfnbg	1.0	0.000000	0.200000	0	0.0
dajbeimbeeomabpebljphcjfchappgbg	1.0	0.000000	0.200000	0	0.0
damjambpihdlgkdkmeohilnodkgicnhm	1.0	0.000000	0.200000	0	0.0
dancefdmoofbmhkefooohngggckfbngc	1.1.1	0.750000	0.500000	0	0.5
daoomneimadcpoaegfdmalpifnokgpog	2.0.0	0.000000	0.200000	0	0.0
dapjoiijdlpiegcfcoaabnjdenmkncbc	13	0.750000	0.500000	0	0.5
dbeojjdkilnnbblfocbobnkkijkifjln	0.0.2	0.875000	0.500000	0	0.5
dbfpdoliodncdpldnlfnmgnadfeoplbe	1.0.0.0	0.000000	0.200000	0	0.0
dbgoedajgnbhkmndpbfpfhabcmmjpmhh	1.0.0	0.000000	0.200000	0	0.0
dbhfnplpfbhmfiobkdajilkhmcidaokm	4.0	0.000000	0.200000	0	0.0
dbjfhkpehahlbadeagobigbaklhgdjpg	1.0	0.750000	0.500000	1	1.0
dcaiaffhccfkgplacjagohnchnpneoco	1.0	0.750000	0.500000	1	1.0
dccbheclehegephjaicpbphnhiiggjae	0.0.1	1.000000	0.500000	0	0.5
dchbgannbkhdanjbjgncijknhffdcagf	1.0	0.666667	0.500000	1	1.0
ddadcjminjgnbhfhcbafbbomnledfobj	1.0.0	0.000000	0.200000	0	0.0
ddhbpjcgiclcknkmpelkmkfnbaiemagn	1.0	0.750000	0.500000	1	1.0
ddimkmnajkalcpmlgmndcggcjgfanenl	0.1	0.000000	0.200000	0	0.0
ddkkilbhaapglggionphahfkdhnmnhoh	0.0.75	1.000000	0.500000	0	0.5
ddlockbcnhildoedaganpbapdebcciak	48	0.000000	0.200000	0	0.0
dedanfbjailoibhnjagclikhdbkmhfmp	0.0.1	0.500000	0.200000	1	1.0
dedebfmdhajcmomjndobmmdfgeghjalj	0.0.1	0.000000	0.200000	0	0.0
deiafejpkkabdfkhhnmdfbndgnckgldj	4.0.0.2	0.775000	0.627487	1	1.0
delbeopabnladpiicaocjnbpmilhigdp	1.1	0.500000	0.500000	0	0.5
dencdjbcjomafmoddbfkocoecpodmfpo	1.1.2	1.000000	0.200000	0	0.5
dfcakkenamaigljjenoiejcaimhddhci	0.0.1	0.000000	0.200000	0	0.0
dfhbabngcbppidpbmdcopaedipclfbco	1.0.4	0.750000	0.500000	0	0.5
dfjdijippnaiaagafilddpnahekajejp	1.01	0.687500	0.500000	0	0.5
dgbkokodeklleoincolabikhohecmeil	1.1	0.000000	0.200000	0	0.0
dgboocokkmgmaalbjcdfcfpklfbacblj	1.0.1	0.750000	0.500000	0	0.5
dgdhelknbhkhmlbboikgjjohooooeioo	1.0.0	0.833333	0.500000	1	1.0
dgecimhfkoapmggekdnbpceljdagmhbm	1.0	0.000000	0.200000	0	0.0
dggkhfclkcdhaicjpklhccpbcndeiljj	1.0.0	0.666667	0.500000	1	1.0
dgjhkhcpmjkjkgkialebkianbmdaeioa	2.0	0.625000	0.500000	1	1.0
dgjkaceacbcmejinnkjgcmhfpjjackfl	3.3	0.812500	0.500000	0	0.5
dgoamkaooknoahlpkgmpdbicejaodafa	2.1	0.750000	0.500000	1	1.0
dgomffnkmhjahinipadbmkheahfjpodn	1.0	0.750000	0.500000	0	0.5
dhaedfgjmbjjbhemmmdofhljdokpmpfj	1.0.3	0.000000	0.200000	0	0.0
dhcnnligbepaiggkpacammdjmljkbbon	1.16	0.750000	0.500000	0	0.5
dhdkhmdohkhcdgkgdbhklddmmpgkigcj	1.0.0	0.625000	0.500000	1	1.0
dhiaggccakkgdfcadnklkbljcgicpckn	7.0.0.5	0.625000	0.500000	1	1.0
dihiaicnjafcmeodackkblohgoelnaph	1.1	0.000000	0.200000	0	0.0
diiohbccjlgcgdoekapjlflcdijbmcni	1.0.0	0.000000	0.200000	0	0.0
dilcbnaaednmocnhoelefndkkoeamhph	1.0.0	0.750000	0.500000	1	1.0
dimgmoccaiilgmblneaknbjhebjgakhn	1.1.1	0.666667	0.500000	1	1.0
dinamadkdhhfpmoihjffdkkkkgiamgoo	1.0.0	0.750000	0.500000	0	0.5
dipolhbnbkmcjlhlbpphdolmjcldjblo	2.3	0.583333	0.500000	0	0.5
djbbokpfbbipcdnodgadkidppckgajgp	1.2	0.700000	0.515000	1	1.0
djdkkamppnhpihgncgplobgkloabglfl	1.1	0.000000	0.200000	0	0.0
dkakhcolknbegekaphiccomhjdglapll	1.0.0	0.000000	0.200000	0	0.0
dkbnfelkilgdbjlfofalngikfpnjebmb	1.0.0	0.750000	0.500000	1	1.0
dkcdcmananochmgmhgkhhmgegdnkgejl	1.0.0	1.000000	0.500000	1	1.0
dkdfidploofibahgbibfaflonbgfjhkd	1.0.0.5	0.812500	0.429987	0	0.5
dkgjajjpjcbkccoimmlehbdnfbhgnkfb	1	0.875000	0.500000	0	0.5
dkjlehbmmoaiadeddbeaadnlokefbiac	0.0.1	0.500000	0.500000	1	1.0
dklghbgmfgddahkljoahmehjeakjbefp	0.0.1	0.750000	0.500000	1	1.0
dknlfmjaanfblgfdfebhijalfmhmjjjo	0.4.7	0.875000	0.515000	1	1.0
dladjklfmffokidpdbjohikjpkjbdodc	2.1.5	0.916667	0.500000	0	0.5
dldaemcaklcgkimofcdedmioedfoainb	1.0	0.625000	0.500000	1	1.0
dlfhiagbacfdgloincjbfmojemmijlgm	1.0	1.000000	0.200000	0	0.5
dlfmlcjcnikgegjapiancldnfioejaok	1.0	0.000000	0.200000	0	0.0
dljbjnbdbcaoolcpnipponklapjlkbhj	1.0.1	0.000000	0.200000	0	0.0
dlnofeclkngpddibpchmnolledekjkfl	2.44.2	0.687500	0.727395	1	1.0
dlpkodbjeendhlpnmcgdhebbjclgphfi	1	0.500000	0.200000	1	1.0
dmbfnamkpnehmpndlplkhkbnfefpfjdd	2.0	0.500000	0.500000	0	0.5
dmfpcmdnpfpcdodanlgncphbodjigbfl	1.0.0	1.000000	0.200000	0	0.5
dmibemgagknbndacofjoojfahhfbmmpi	1.0.0.2	0.781250	0.574330	1	1.0
dmkdjhdpocnmnbmcjbomepjeepagfmib	0.0.9.4	0.875000	0.500000	0	0.5
dmkeoebninmenoojmkdabekppfeebdnh	2.0	0.500000	0.200000	1	1.0
dmnppinpjjjlcmeoemdchhjoflmkgiae	1.2.6	0.000000	0.200000	0	0.0
dnbaklokmpaieciaffgeahndaigokljd	1.1	0.750000	0.500000	0	0.5
dncaaigngkgnjkiammpembjiblnkkcoo	1.0	0.625000	0.500000	1	1.0
dnhgloffllkdjgeodachmeejcoaeighm	1.0.1	0.750000	0.500000	0	0.5
dnillggbeohcpaliakimffmbehonbbae	0.0.6	0.625000	0.200000	0	0.5
dnlgijaleepldimkfcjheakongngbhbp	1.0	0.750000	0.200000	0	0.5
dnnefpiejbhnfddnmkeoeakjciaodilg	0.3	0.666667	0.200000	1	1.0
dnpfndpiieklmcodcpeamkmdnoffppjd	0.1.3.0	0.791667	0.500000	1	1.0
dokjfifidhaekjchoocbjnmmoooibpkp	1.0	0.750000	0.500000	1	1.0
doldfjdhpjclnlmmcoidmddgllllgdec	2.2	0.000000	0.200000	0	0.0
dolflifdbncknmooonbhphlkngcfpmnh	1.0.0.1	0.750000	0.574330	1	1.0
doloionbgiimhccflkgfbgjmoffgliil	4.2.1	0.937500	0.500000	0	0.5
dongnhnlnpejcfggkddpmlobeaidaofm	1.1	0.750000	0.500000	0	0.5
dopcmpfpcgingfmjkhocfknoapdplaeo	0.0.1	0.000000	0.200000	0	0.0
dpbeelihlocfbohkacfjglidpobjgaik	0.0.1	0.666667	0.200000	1	1.0
dphadcmpfbmlnokfbapmhepkfjakeblb	1.0.5	0.750000	0.500000	0	0.5
dpjglkfbacglmboidanfaocoockhcpjb	0.1	0.000000	0.200000	0	0.0
dpkmmnkggjgfpoahimlkjokdiblbimhf	1.0.1	0.000000	0.200000	0	0.0
dplmogdegjpkddacdbgcpnnamdignmof	1.0.0.3	0.805556	0.676699	1	1.0
eaadfgpaknlhoeeiccfjhmlpblechjob	1.0	0.625000	0.500000	1	1.0
eaekdbfhpbfloknghhpdoodljkaficjo	2.1.2	0.625000	0.500000	0	0.5
eagmgpbjpedchliifpgfgogdknnmkaej	1.1.0	0.937500	0.500000	1	1.0
eahbkhhkfdobhjoamklkmebglncjmjfc	0.1.1.6	1.000000	0.200000	0	0.5
ealedpflihohejfpadegakcknlfeangi	1.0.0	1.000000	0.200000	0	0.5
ealjdfnlikmlaojihoapghfmmbajcblp	1.0.0	0.000000	0.200000	0	0.0
ebdpfecdcnonlllebpnjjaebnpoajhbf	0.2	0.812500	0.500000	1	1.0
eblihfiocemjbbklhefmeddnjimjcjhb	3.3.3	0.000000	0.200000	0	0.0
eblnnmemplhhkocfjpnmbcockfofnmio	1.0.8	0.000000	0.200000	0	0.0
ebmikclmclbbegfbneckmdecnakdlnbo	1.0.1	0.000000	0.200000	0	0.0
echhhkiannfcdiffgjoelanhlihdfnmd	1.0.1	0.916667	0.500000	1	1.0
ecifipkfpdanipkpgfjpdiiajdnhaimm	1.0	1.000000	0.200000	0	0.5
eciplocknhjjdoocgjekioihodkibkge	1.0	0.666667	0.500000	1	1.0
ecklndfkjnjhejhnnmnfpfjdlikgfkfn	3.3	0.500000	0.500000	0	0.5
eclmaefoogiindggbefpenfhgiohfmnn	0.0.1	0.000000	0.200000	0	0.0
edgflhldbkclffohmhaakgbnmiojjmim	0.5	0.000000	0.200000	0	0.0
edihihhndfhdpakbbjfobagacekhoaed	1.2	0.000000	0.200000	0	0.0
edihnglecgnhpmpgjfjgkjiilpakgmnn	1.0.2	0.000000	0.200000	0	0.0
edjhecajomdllkeoplilmpopjjmodkki	0.9.1	0.666667	0.500000	1	1.0
edlhpodgceapfdimalfceojghfmjlgho	0.0.1	0.750000	0.500000	0	0.5
eeclhabhmgmnhfpnnceoahedhbomojml	1.0.0	0.750000	0.200000	1	1.0
eehioifimidcjcdlaehajhdeaekmmdne	1.2	0.000000	0.200000	0	0.0
eeiaaffboagpdcjigimhihngjglpbkgg	1.0.3	0.000000	0.200000	0	0.0
eeilkogemfjhllnnefbilapgbidbapec	1.2	0.875000	0.500000	0	0.5
eeipnkbnfjamccdofoaddefidakhhajg	0.0.0.28	1.000000	0.500000	0	0.5
eekglideadmejhmgflhjpgbfghlbancm	1.6.1	0.000000	0.200000	0	0.0
eelhcnnflfnddmoljbpkpmackhcmdfoj	1.0.1	0.583333	0.500000	0	0.5
efdhmojjdemgceclnklofgdpjmlnekcp	0.1.0	0.000000	0.200000	0	0.0
efdmgiefkjoeojimhapfekhndopbphbg	1.1.13	0.687500	0.500000	0	0.5
efjklppjijhfhabjibmdiahhbolpffhi	1.2.0	0.812500	0.500000	1	1.0
efjpeicagianogimhkaoncnhghapfkpn	0.1.2	0.892857	0.515000	1	1.0
efkahgdeflaomkbphlioiofanlcknncl	1.5.9	1.000000	0.200000	0	0.5
efmfdlgdfaagdmkanielciipgklppdao	1.0	0.500000	0.500000	1	1.0
egegjapkghdfkagfjieppocipdlpadgi	1.0.0	0.000000	0.200000	0	0.0
ehbncplbgooikbegoamdjmneegdjhbni	1.0	1.000000	0.500000	0	0.5
ehccdloffifonahppblacdfokopcjcfm	0.1	0.750000	0.200000	0	0.5
eheakakobklegjmofiaebjlogcpknekc	62.2	0.000000	0.200000	0	0.0
ehigjigpolmdglippjafhnpngmaeepkp	1.4.6	0.666667	0.500000	0	0.5
ehiijfmdkgekgbphabonkkihiibnichi	3.2	0.000000	0.200000	0	0.0
ehmihgkikdkmdkamfhpgjnikbjihemid	0.0.1	0.000000	0.200000	0	0.0
ehnifcacnaiaoalipnbpfioiajchgkac	1.1	1.000000	0.500000	0	0.5
eichomdindbdobljgncagfpbllmgncip	1.0.0.0	0.805556	0.676699	1	1.0
eifinblfhhkahmbdgepjfbhnhdglabpi	1.0.0	0.750000	0.500000	0	0.5
eilaefgoppgejibbmiapgmmhkmkbafgf	1	1.000000	0.500000	1	1.0
eildbkdgjhopafeeomkfiogdmfmpknbl	3.0	1.000000	0.200000	0	0.5
eildpkcfejbklkembceggijabggkibif	1.0	1.000000	0.500000	0	0.5
einjddnljdipeoelbhommlgannafdmgo	0.0.1	0.833333	0.423744	1	1.0
eipegmfemmhlmmndmiejejepljfjmdnm	0.0.0.2	0.000000	0.200000	0	0.0
ejicegndjlfahakhnhfphjdpkeckngah	1.2	1.000000	0.500000	0	0.5
ejlnijbboleibddekndephobgkhhjhph	1.1.3	0.000000	0.200000	0	0.0
ejmlhcnohfafmecjogpooggodiaeodlk	0.1.9	0.687500	0.500000	0	0.5
ekdhjigmjofejhonohfmmhklbkcgpcmd	1.0.2	0.785714	0.574330	1	1.0
ekkglnkdfldklnhgkfnjpijbbhgllamm	3.1	1.000000	0.500000	0	0.5
ekneadccbhgcgifcjehncakmolldehfd	0.0.2	0.750000	0.500000	1	1.0
ekpiagemgllkddmfbloocepjknnjegda	1.0	1.000000	0.200000	0	0.5
elgcgbeoophlnacbkdepjmdlibempagf	0.0.8.9	0.875000	0.500000	0	0.5
elilnldogneeampcpaklipkelikjipkg	0.0.1	0.750000	0.500000	0	0.5
elkbchhfejjlbglobbnamdniidcfpaha	7.1.0	0.750000	0.500000	0	0.5
emccfhophgapopikdenejeffnjehaeeh	0.0.1	1.000000	0.200000	0	0.5
emglaebpgcpaleidkahdblfiilfkeikh	0.0.7	0.000000	0.200000	0	0.0
emibnmokfjkjfjibemdnmnmbkdekgmdo	1.1.1	0.000000	0.200000	0	0.0
emkfpcgkjmihloioopkghbmkhaelnhic	1.0	0.000000	0.200000	0	0.0
emkijkajmpjjgjgmmelekebgabjkgnik	1.10.0	0.562500	0.500000	1	1.0
emmdggkgjajkagcacphgjpabcokdiogi	1.1.2	1.000000	0.200000	0	0.5
emmhnbdijonimplloocaihdbhbaaoefm	0.1.76	0.750000	0.500000	0	0.5
enboggfaknddfnohoekbibhcidadficg	0.0.18	0.812500	0.500000	1	1.0
enlfcloihpdcbicopobfiimfklphjckj	2.0.1	0.875000	0.500000	0	0.5
eoheionpolelmhikppgbchjkpblfdedk	3.2.0.2	0.785714	0.500000	0	0.5
eonlnonhbdhmegjijlaficfaoodfipdl	2.0.0.2	0.750000	0.574330	1	1.0
eopkkompgkifhohljocoleichddecjnm	69.42.06	0.875000	0.500000	0	0.5
epfcpplbjcmolnimmjnfnafjfknhagnf	1.1	0.000000	0.200000	0	0.0
epflogbpmajcjbeodfoopegnmpgckong	1.0.1	0.250000	0.200000	0	0.0
epkggcimiedfemidfdlhkdhdhjhgkcph	1.0	0.000000	0.200000	0	0.0
epkndpgbkjpfecdghhopdkkoaicjmdcg	1.0	0.000000	0.200000	0	0.0
eppedlbobmdflmhleafebmahnbphgipb	1.5.4	0.694444	0.423744	1	1.0
eppfmmcagnkpgbjdfghgcgpoajbdcphp	0.1	1.000000	0.200000	0	0.5
fafmeoecefijagoogbkipapmjdnmbkgi	2.0.9	0.750000	0.500000	1	1.0
faicljffelkejmfenemglpajdogggpmi	1.0.0	0.000000	0.200000	0	0.0
fajbgfmfjjdlpbfjnpjelbljiphfncbi	1.0	0.000000	0.200000	0	0.0
fbbpiihnhkmoijjebdknginadddkmcdb	3.2.0.3	0.785714	0.500000	0	0.5
fbfebfpnhemnejhbebdhnfbkfdgknjgo	3	0.000000	0.200000	0	0.0
fbnilfpngakppdkddndcnckolmlpghdf	0.0.2	1.000000	0.500000	1	1.0
fbnjfigbjopdfohaeihcandbicpaccfh	1.1.5	0.000000	0.200000	0	0.0
fbpnemnbnjbefoinnppjokogamjlidcb	1.0	0.625000	0.200000	0	0.5
fcldbcimenblmfddpddleeagphaehjig	1.14	0.000000	0.200000	0	0.0
fcnmndaelindofgdinjiiddgooldnghb	1.2.6	1.000000	0.500000	0	0.5
fdgchbffaihmohedjdmdajeijikimpdo	1.0.1	0.750000	0.500000	1	1.0
fdidfehhkdagdnhlcgnooeiefcdpnmgc	0.99	0.625000	0.500000	1	1.0
fdkhkdkhmcfndjlldfheelapplkfkjaa	1.4	0.250000	0.200000	0	0.0
feahjlhefbiecbiibpkbenalelfaclak	1.2	0.000000	0.200000	0	0.0
feiijiijjpljekgjbnmbiabkhglmckak	1.0	0.500000	0.500000	0	0.5
fepggeehdbehhfhnodgggdnakfoncdfi	0.1	0.708333	0.500000	1	1.0
ffcdpegjdoiiilfjageoimchcbhdjfjd	1.0.0.1	0.750000	0.500000	0	0.5
ffjbdlckenbhcpabpdobeldlocbgehae	2.3.13	1.000000	0.200000	0	0.5
ffjmjcnakjlfifdmjloggdmgongkplcc	1.0	0.750000	0.500000	1	1.0
ffofnnndlcolplhflceephpldloacfah	1.1.5	0.000000	0.200000	0	0.0
fglabdfiiidpebdekdamikplaahikdfd	1.0.2	0.000000	0.200000	0	0.0
fgnjjjimchlhfpaejiaeliciieklhdfj	5.1.9	0.850000	0.423744	1	1.0
fhagmflcnephkogmffogffhamajlpjac	0.1.0	0.750000	0.500000	1	1.0
fhelmohjckcjalojgbhdmeicnddldkcj	1.0.0	0.750000	0.500000	0	0.5
fiaadgmnlglamcmlhjmgckfmjioenbhd	1.0.1	0.750000	0.423744	1	1.0
fibjlfhgmldbiidgcfoejodjodhphiep	2.0	0.650000	0.500000	1	1.0
fiiedegfldblhchdjefmdbokgoamkkdf	1.0.0	0.000000	0.200000	0	0.0
fipehdlifhdbfjebcohdkjbfdldpagpk	1.0.9	0.000000	0.200000	0	0.0
fjdbmpkocgokiddegpillpgpodlfgbbe	1.1.0	0.000000	0.200000	0	0.0
fjefamijopfapjdannkeckcmmkhfbhoa	1.5.1	0.000000	0.200000	0	0.0
fjgelfaeijifpbaogficekecgaeggjog	1.0.1	0.875000	0.500000	0	0.5
fjhopadnlhfolecbbcjfcilionbepfgh	1.0	0.000000	0.200000	0	0.0
fkolapbngadmcfanajioddpjlaglakem	1.0	0.625000	0.500000	0	0.5
fleohegianipinjekejemdbpedibaahm	2.1	0.750000	0.200000	0	0.5
fmkdckjkgmnfbpjaaodbnmbjipmohecl	1.0.0.2	0.750000	0.500000	0	0.5
fmlpalolocaccoiogkiimldhkhhepbmn	1.1.0	0.000000	0.200000	0	0.0
fmokaeabaneoajejbjadhgoppkmflfig	0.11	0.625000	0.500000	1	1.0
fnflfipbaijchaipcgpkgdddmifnbdgn	1.0	0.500000	0.200000	1	1.0
fnfpaldoamkghkmcdpnailhjbibfkdei	1.2.0	0.875000	0.500000	0	0.5
fngnamhcickgdjllnkbloeimmefmhgbk	1.0.0.11	0.805556	0.676699	1	1.0
fnobmoedmogehbcdcmjojaebjhegalce	1.1.0	0.812500	0.500000	0	0.5
foalfafgmnglcgpgkhhmcfhjgmdcjide	0.0.6	0.750000	0.500000	0	0.5
fogfgjiokbdehdkpjmomfgkpongafjgp	1.20.23.0	0.562500	0.500000	1	1.0
fogimecobbmbjebdpnddcmimllnlndac	2.18.0	0.909091	0.703109	1	1.0
foilcombgnkojkhikaoooldccgpkhaam	1.7	0.625000	0.500000	1	1.0
fomlcnbdpbpbmddmfbbafpcpgigmpied	1.3	0.812500	0.500000	1	1.0
fongbnpplbbkkoapkimchaffgjmpgdmc	1.1.4	0.833333	0.500000	0	0.5
fonmelihpfnmdnfefdcllejkbedobneb	1.0.1	0.875000	0.500000	0	0.5
fpbbmjgcejcadoofkdpcejajlgbmflgp	0.0.1	0.000000	0.200000	0	0.0
fpfmmadpecocfkeapbffclpmjpbgidaf	1.66	0.750000	0.500000	0	0.5
fplfplikhfaoikeoacebjanfbhpaajkn	1.3	0.000000	0.200000	0	0.0
gaddpmelmdkidhldeioajjbnapliebbj	1.0	0.000000	0.200000	0	0.0
gadkcldmeookpjlfcehemgagaemppcen	2.6	0.583333	0.500000	0	0.5
gaeaemngkcefpgclmeahblimodeonnib	1.1.0	0.500000	0.500000	1	1.0
gaffhldfopelnjondfaanbpldcelbipi	2.0	0.583333	0.500000	0	0.5
gaingmkoieoanhcladfldagophecfojb	1.2.0.717	0.625000	0.500000	1	1.0
gakebemdpedfidfjnhmcnjgkaabodjaj	1.3	0.000000	0.200000	0	0.0
gakfaibgjlpgcmpngdmhbpocemllpmmb	1.3	0.000000	0.200000	0	0.0
gbehhibojmfiokelfkdgjhcpfbddckga	0.1.6	0.750000	0.500000	0	0.5
gccnajdgjdianjclpcbpibilgkppeoko	0.1.0	0.000000	0.200000	0	0.0
gcekingpjldiahkdoddobmigpldmlojk	1.1.1	0.750000	0.500000	1	1.0
gcgebfbmkcflaalbacpkcifdjlmeldkf	0.8	1.000000	0.200000	0	0.5
gciobjdkanhgghlgfhjphhmbcaeamjnp	1.1.2	0.750000	0.500000	0	0.5
gcmdonkkjhaclnhnnknphbffhifiblcf	2.1.4	0.625000	0.500000	0	0.5
gcpchiakjdikadjpfipoimdgbogcfkie	1.1	0.000000	0.200000	0	0.0
gdbemkgekehdpgnkomehecioeiclojbd	2.0.0	0.916667	0.500000	0	0.5
gddbgllpilhpnjpkdbopahnpealaklle	3.14	0.843750	0.500000	1	1.0
gdlfoklhjjpamkniocggkmbapmcncoll	1.7.3	0.750000	0.500000	0	0.5
gdnapjohimpobgafdiildnjagacplmhc	1.0	0.000000	0.200000	0	0.0
gfcamlgpllibhlnefoiokbhhkckaokce	1.0.2	0.000000	0.200000	0	0.0
gfgicgkeehnkpjcjjohdkpdpdcgfikhn	0.0.4	1.000000	0.500000	1	1.0
ggbeghljoagdajigdliipcdnpjgmjjlh	0.0.15	1.000000	0.500000	0	0.5
ggfghoipflhhcfkhdijodihkflfjedmb	1.1	0.000000	0.200000	0	0.0
ggjkmanbhlpcddfbjggpfpcillhpbdge	1.0.0.1	0.875000	0.500000	1	1.0
ggmnmnibchdnjbihpbfjanoiceoedple	1.2027	0.833333	0.500000	0	0.5
ghappobmlnjapbjhnlgeamalclabclkk	1.0.1	0.750000	0.500000	1	1.0
gheakeccljeakclompepcnjbabbkakeh	1.0.2	0.583333	0.500000	0	0.5
ghhbhiammmobfbabeaonnlempjajipej	1.2.1	0.000000	0.200000	0	0.0
ghhgaaedjagldepccfmopmnkkkpjkeon	1.1.0	0.625000	0.500000	0	0.5
ghojdccmgelokhdimfclojmmmnedlhjn	1.4.16	0.666667	0.500000	1	1.0
gkdlnjiadpdaoiccljjnkbmmcinfbjgm	1.0	0.000000	0.200000	0	0.0
gkjdeijmijpplplkbmnjgkokfacnfhdi	1.2.7	0.583333	0.500000	0	0.5
gkmccibnlibjpabfjnniibmgoegfchid	1.0	1.000000	0.500000	0	0.5
gkmcmdpghbgjdjgclipgdeikdhnnabhm	1.0	0.750000	0.500000	1	1.0
gkndbpenbfbffdecgjhfjpdceohfkmfa	1.12	1.000000	0.500000	1	1.0
glbnnjlnjnaamjldpbnopekegpcdgfip	2	0.000000	0.200000	0	0.0
glcgaafaelofmomaddnfbjoknlmadldk	3.1	0.000000	0.200000	0	0.0
glmihpcpgfhgdfcfmjiohdomggiicmlg	1.4	0.000000	0.200000	0	0.0
glooagnlpbheognphajfcjaibgofemgf	1.0	0.000000	0.200000	0	0.0
gmgfogccgeeimapbcgilfipbfenafbkp	1.1	0.583333	0.500000	1	1.0
gmgmifhgoadnjilliohddaonjnbnghfj	1.0.0.6	0.250000	0.200000	0	0.0
gnbgilkccnbahpnfnkiloececfnmknna	1.0.0.12	0.666667	0.500000	1	1.0
gnlgonidiifongfpojcfpdfnpfnldfbo	4.0.0.2	0.750000	0.574330	1	1.0
gobgenliphfnmncheogkjhiphdifpgib	0.0.1	0.687500	0.500000	1	1.0
gobmcebkicjfdjdeoenikocpnbfcjedg	2.1	0.583333	0.500000	0	0.5
goiejopegncpjmocklmfiipofdbkhpic	1.0.0.10	0.750000	0.500000	0	0.5
gomcfggcbkmmocgccdaedgceikmdopme	1.0.0	0.000000	0.200000	0	0.0
gplcbneghamfahcllligfmpideaegkik	0.0.7	0.000000	0.200000	0	0.0
gplogfabagnilfbgglaklfdkhfongehh	1.1.0	0.000000	0.200000	0	0.0
gpmjncadllbbboabokgmlbmddppbpgnl	1.2.0	0.625000	0.500000	1	1.0
