extension_id	version	permission_score	combination_score	overprivilege_score	label
beknoecfahandelcohibdnaadbffmppo	1.0	1.000000	0.200000	0	0.5
belboalmgdcnbgbelelkcojofgifdglj	1.0	0.625000	0.500000	1	1.0
belkhhknfeepojlpkpnoapokiknkdfkm	0.1.0	0.875000	0.500000	0	0.5
belklfgkoicafmfnaggfbbbegldjlhcj	1.8.2	1.000000	0.200000	0	0.5
bengfloaigfgbdanfdjbnnabnecialel	0.3.1	0.000000	0.200000	0	0.0
beohemedcbhkhfnjpchhkfpgchciceck	1.0.0.2	0.750000	0.500000	0	0.5
bepbabbclibeaacebjkjeamehfnngedf	0.2.0	0.000000	0.200000	0	0.0
bfaiedpaocgclhhgkakibpcmipiibofk	1.0	0.750000	0.500000	0	0.5
bfaljebllekeebnpajhkoambfhflhjfk	0.2	0.750000	0.500000	1	1.0
bfbleikkoonlhbcdnghieedgphibnhka	1.0.0	0.000000	0.200000	0	0.0
bfcdfodchbapnmkaoolcafgnhohdgbdo	1.0	0.666667	0.500000	1	1.0
bfclghnbclmfihjaifioodddbikkmlpn	5	0.000000	0.200000	0	0.0
bfeabegodlanlchpijhpjhaklommbhfe	0.0.1	1.000000	0.500000	0	0.5
bfebbgfbilpmhgaihmoegbhafkdoodcb	2.01	0.750000	0.500000	1	1.0
bfeinmkegnlkajpiebgaebjkppofogfd	4.2.17	1.000000	0.500000	0	0.5
bffbmejnkkohchaocilijbbkinhaonck	1.0.0	1.000000	0.500000	0	0.5
bfggnkbiakaalnaifglkchlmohkjcolc	1.5	0.000000	0.200000	0	0.0
bfggophpjgjcldlmeakblnafpgefmgme	1.3.0	0.000000	0.200000	0	0.0
bfhfejakgdppjjbliphoicgljobodhab	1.0.0	0.750000	0.500000	1	1.0
bfhlipjmfmebjfkajnfchlhoabefeoie	2.2	0.583333	0.500000	0	0.5
bfjfdmndbjlhccpmjpjmjanbmhfdbolc	1.1	1.000000	0.500000	1	1.0
bfmolcmdjehoohmdcggdijkemlegnela	1.0	0.000000	0.200000	0	0.0
bfofdkanfmkkbngkmhmcjichambccene	1.0.7	1.000000	0.500000	1	1.0
bgaglhokkjjepomgknbdjkccbpbmokkk	1.0.0	0.625000	0.500000	1	1.0
bgahnnmgfefgglocpkoiaeefhcfkiokl	1.1	0.625000	0.500000	1	1.0
bgbeakegnjdbhfihlmclcggehobhoebi	0.1	0.500000	0.500000	1	1.0
bgcefbhggaofmpfmcjipeghobcppiofg	1.0.1	0.805556	0.676699	1	1.0
bgcgjjileldfilajekjcbdmejjhipkjp	0.3	0.000000	0.200000	0	0.0
bgflkchbegedknfcolegoecjhkmjnnci	2.0	0.625000	0.500000	1	1.0
bggbonilhlbmeoodiikflbeakbomelbo	1.7	0.000000	0.200000	0	0.0
bghmceoojphifcjdncfdnbilpodhnaeo	1.0	0.500000	0.200000	1	1.0
bgkkkdfmgmjiehefimbebbhdpnmiemli	1.1.7	1.000000	0.500000	1	1.0
bglanbdhmfcmniknjkahdhimabngoahc	1.1	0.437500	0.500000	1	1.0
bglggfjiagajfmchbcjolbggghckfhgm	1.0.2	0.825000	0.703109	1	1.0
bglnefbfhdliciaidhcplgnhbjdefbbp	0.0.1	0.750000	0.515000	1	1.0
bgmpjmdignpongmfjpgaikghaajeidid	1.0.0.17	0.812500	0.429987	0	0.5
bgnacdfmnahjbboeddjlfkkhilohkiaa	1.0	0.500000	0.200000	1	1.0
bgooeeejgpimkcmghgbighpidmopandh	1	0.000000	0.200000	0	0.0
bhaalcdfbhdilnppanfbngmaojnabfoe	1.0	0.750000	0.200000	1	1.0
bhaangddadkbiefbfojmhpegkmghkahj	1.7.2	0.625000	0.500000	1	1.0
bhakibjkmcgoapglajinhgicbpgllanm	1.0	0.000000	0.200000	0	0.0
bhbpmpflnpnkjanfgbjjhldccbckjohb	1.2.0	0.916667	0.500000	1	1.0
bhcfoipddgpfefgmcodchnnjebcelhch	0.1	0.916667	0.500000	1	1.0
bhdhfmdacficfckkdjbfenlocbpfagjh	1.0.0	0.000000	0.200000	0	0.0
bhecmnelajblolofioigjefkfjakjdcm	1.1	0.000000	0.200000	0	0.0
bhepobfngomchdgpacboabjgaclpkkmh	3.2.0.5	0.785714	0.500000	0	0.5
bhfacpelohahnefmmccfjmjdpmmhhhlf	1.3.3	0.750000	0.500000	0	0.5
bhhjfnahfhdbjjfjnhpmhahkmmiekkhn	0.1.5	1.000000	0.500000	0	0.5
bhiioahmldipmegklfhfadmnmhbkijhj	0.0.1	0.000000	0.200000	0	0.0
bhjkejcdhaoaepnefpfjfdodkdjiniog	0.0.2	0.812500	0.500000	0	0.5
bhnfogllibmkkgipemdhpenkjchfnicj	1.0.7	0.833333	0.500000	0	0.5
bhnjfgikjpakkaemfkjlhdhoihkdoggl	1.0	0.000000	0.200000	0	0.0
bhoimckimifehhipadhblpkfddjbabhe	1.0.0	1.000000	0.200000	0	0.5
bhpfhknmncbaalkndliahjmghdpdgedd	0.0.1	0.000000	0.200000	0	0.0
biafbnimegiiblinemplggdjnmhgjiok	1.0	0.000000	0.200000	0	0.0
bibbhaglcbhopgfnognbcofmhcbhliki	0.0.1	0.000000	0.200000	0	0.0
bifaghdkeedmecgeiehnhdbibblfmojp	4.3	0.625000	0.500000	1	1.0
bihflhpccdghdmaaidkpfmafljnkehbp	0.0.3	0.625000	0.200000	1	1.0
bikjkponiibfbdjbnacnbcpekpfnahbg	2.1.55	0.875000	0.423744	1	1.0
biklggbipfibjdnapemeolbebbbibnha	1.3.2	0.000000	0.200000	0	0.0
bilfhkbebacnfgjmphdiefdijbnljgfc	1.0	0.750000	0.500000	1	1.0
bindfiihaadndbejmokkjfajfjjdcjno	1.0	0.375000	0.200000	1	1.0
binplnlkhnaeohdhoeifnaabpcfmmcae	1.0.0	0.000000	0.200000	0	0.0
bioebeambihmdpnekjaeepgpdofgodjd	1.0	0.666667	0.500000	0	0.5
bipbdeaekfnhcngefkkhcemcblpplgpe	2.0	0.000000	0.200000	0	0.0
bjbgpibihapchmkboankeminjcnmhelm	1.0.0	0.781250	0.515000	1	1.0
bjcgghhinbbimilgfikkkjnkgneocnfc	0.0.1	0.875000	0.500000	0	0.5
bjeenbbfhimapiobdcnkefhacecffplc	1.1.0	0.000000	0.200000	0	0.0
bjehnghoofbfbiaflippfgpelmeaphfj	2.1	1.000000	0.500000	0	0.5
bjeilipbejmclkddndhfpndfobfmbbnk	1.0	0.750000	0.500000	0	0.5
bjfajccipdkcahfjmmfhpmcdcnoakdpl	3.9	1.000000	0.500000	0	0.5
bjfbpgiigemimbadifkhkfcnadedgdlm	0.1.41	0.750000	0.500000	0	0.5
bjfipmdaafkmnmnohkelbbmmpnomhkae	0.1.0	0.916667	0.500000	1	1.0
bjhgapglgnfjpjnjgbokaobdmddobpdg	1.0.4	1.000000	0.500000	0	0.5
bjjdhgpoffmoplhjmklpjknkafnlbnol	1.0	0.000000	0.200000	0	0.0
bjkdcjefbkjcfgldkakdillihmkcbefo	1.0	0.666667	0.500000	1	1.0
bjkehjmmhefchgkcmcppihnbjdiplgoa	1.0	1.000000	0.200000	0	0.5
bjmabnapmjadpgbkenclipnjpdndkknc	0.0.1	0.000000	0.200000	0	0.0
bjmcnfbmmemcjofkiknnglmedmdiobni	0.0.0.1	0.000000	0.200000	0	0.0
bjmojlidplaekeealajhdkkfpbeboiop	0.0.7	1.000000	0.500000	0	0.5
bjnioomanlbaahlfnkfjbjjfaecagbll	0.0.0.1	0.625000	0.500000	1	1.0
bkaokhepaphggamafggbbkfcfamffanj	1.0	0.750000	0.500000	1	1.0
bkbnkmjahbcfcagnmpcedkchcbnghjnm	0.1	0.666667	0.500000	1	1.0
bkddkkigofdpechmkbkjmlgcjaffoffn	1.3.6	0.000000	0.200000	0	0.0
bkeojlmhddjlelppgigpbcpnigmpieha	1.0	1.000000	0.500000	0	0.5
bkfaeldfjofgjidkpdcdlhlonnmjjfip	0.0.1	0.000000	0.200000	0	0.0
bkfdfbbfjgaknhejkahnmnhmjlilmljf	0.2.6	1.000000	0.500000	0	0.5
bkgblckdafklnbgpmpddnmpijaegjien	0.0.7	0.000000	0.200000	0	0.0
bkgnihhejmpnpfmnldagedoakkemfjpc	4.9.37	0.833333	0.500000	0	0.5
bkhhakljfejgmeejcfnhmlkhlbaflfmj	1.0	0.000000	0.200000	0	0.0
bkiiaebhbakhgedebpdlanmgbbkpbnaj	1.10	0.000000	0.200000	0	0.0
bkjoajphbbkiaiodnhhgjjjafdbcoppm	1.0	0.250000	0.200000	0	0.0
bkmdiikdnpmdepnlpbjnfdannobljlid	1.1	0.812500	0.500000	1	1.0
bkmfakhnedhonbkpbengdjbfninlbpbk	3.2.0.11	0.785714	0.500000	0	0.5
bkmliganboiipecfdlepoidohdfpljkk	0.1	1.000000	0.200000	0	0.5
bkniojibfdjjnfbdnlpohmecehkbfmed	0.1.0	0.750000	0.500000	1	1.0
bknmbjjmlmfhbojbljhhmhjojjdcnepa	1.0	0.000000	0.200000	0	0.0
blaepenjnaaccnkgmoidhohhbhjkfjcd	1.0	0.750000	0.500000	1	1.0
blamaifafdeahimaecamojcoopdjjpgo	0.0.1	0.000000	0.200000	0	0.0
blbbnlahghefdibpdoeoopagpkhifkff	1.0	0.000000	0.200000	0	0.0
blbpmfagfpagmiflmoddellbgdglaofa	1.0	0.666667	0.200000	1	1.0
blcaoofgjkjhbajdbaehajpnhbbjilhp	1.1.8	1.000000	0.200000	0	0.5
blcdkmjcpgjojjffbdkckaiondfpoglh	0.4.1	0.916667	0.500000	0	0.5
blceinfcliehiigbckndjpcgnffgdepp	1.0	0.000000	0.200000	0	0.0
blgpgngfaphbcojklfepnmbojmnhlnii	1.1.1	0.850000	0.500000	0	0.5
blhggbeglgjegkpkdjiigbfhpldfafne	1.0	0.000000	0.200000	0	0.0
blicfbobbgpbaiohebjkjjchfefpklpj	1.4.2	0.000000	0.200000	0	0.0
blieocfaojonanigcepfilpgejfkfgin	1.5	0.000000	0.200000	0	0.0
bljcamddomdmafndinlhnicailadcoce	1.0.0	0.000000	0.200000	0	0.0
blkblhpkjmikjjnopmkkpiljppeglehc	1.0	0.750000	0.200000	0	0.5
blklmaelkcebbhpgpnhhlmnhmidffacj	0.1	0.000000	0.200000	0	0.0
blkoeoodaepfcgmbldpkaonoffhioiof	1.5	0.750000	0.500000	1	1.0
blnlfebgmcefjkpfajmfkjcifhklmhcp	1.0	1.000000	0.200000	0	0.5
bloeponkhinjmkebokkpekhhmjakelib	0.0.1	1.000000	0.500000	0	0.5
blofpnobacpfbaapkebfdhhpiipgdlgj	1.1.2	0.875000	0.500000	0	0.5
blolnhpjnkcjhkbmhmfaihfcdpjnfcnf	1.4.1	0.000000	0.200000	0	0.0
blpeoijckcgnghajnkgdolcbgejkkcob	1.0.0.2	0.875000	0.500000	1	1.0
bmbefdicbojeihnjmoodoldgmlgdabcm	1.7.9	1.000000	0.200000	0	0.5
bmbgifadklcfdfgimakghggknfpgjfai	1.1.0	0.000000	0.200000	0	0.0
bmbjflkaglcpdemjlbpeocnieignbfbh	1.5	0.000000	0.200000	0	0.0
bmblbechbdbgaebdioelojhkhenkkjpf	1.0.0.0	0.805556	0.676699	1	1.0
bmboohijhfipdfhlkgiepemblkajamdb	1.0.0	0.000000	0.200000	0	0.0
bmcaimefjbhpfdfmajkhjfnchjfloomm	1.0	0.000000	0.200000	0	0.0
bmcedhfhglnnfcjgbkgaaabcndkcnjnp	0.1.0	0.500000	0.200000	1	1.0
bmcleiancmakcoknkgnfgijomcddhpbi	2.5	0.750000	0.500000	0	0.5
bmfgjdidfijfpdeldlindbpbabdnjbmd	1.0	0.583333	0.200000	1	1.0
bmgjfdifknjoceghdnmmclnbdbhladhg	1.0	0.000000	0.200000	0	0.0
bmhibnmkhhicbhmfecioaajjemaifmja	1.0.0	0.000000	0.200000	0	0.0
bmicklcomccfjigffllihpjmcfffkcik	1.5.0	1.000000	0.500000	0	0.5
bmiganhbpjmabeingcmcpoonmgmonpme	1.1.1	0.000000	0.200000	0	0.0
bmjmdjgkhnofpkalolofmambblanolnp	1.0.5	0.000000	0.200000	0	0.0
bmkjnoemhomblpfenajdmdbaogabhhhh	1.0	0.000000	0.200000	0	0.0
bmlkhgoeojmkkekadnhbhffgcgepdkoc	0.2	0.000000	0.200000	0	0.0
bmlpadbooeoanlmmnonlmfkkenloflcl	1.0	1.000000	0.200000	0	0.5
bmlpilhfekckdbjigkmcjmjljnipfeal	0.1	0.000000	0.200000	0	0.0
bmpeogljpfeieichhilekdckgpehmefl	1.0.0	0.000000	0.200000	0	0.0
bnaaeaknilbkdaaiagejncgoecddgcde	0.9.1	0.916667	0.500000	1	1.0
bnbjhhbjglblknmmbfcbpbjmmgflmjid	1.0.1	0.000000	0.200000	0	0.0
bnfcponljligkhgljinnbnhkhiopkobc	0.2.0	0.500000	0.200000	1	1.0
bniidhhnofjmfnjoonaolamaeochofgi	1.0.1	0.000000	0.200000	0	0.0
bniimlcgolbngjnocooibeojejjpdjnp	0.0.3	1.000000	0.200000	0	0.5
bnijcoemlgaeglijcoinjoabgegdkidn	1.2	0.875000	0.500000	1	1.0
bnjfdojdpojeakjbiafjhnekjndbaakh	1.0	0.000000	0.200000	0	0.0
bnjohhmmcmcndemafelecdchmkpajnlk	1.0	0.833333	0.500000	1	1.0
bnkpggofngjdkpapnofamfodgcfebaga	1.8.2	1.000000	0.200000	0	0.5
bnlchhcmepknhkokfppfgcpcpnohinma	0.1.0	0.625000	0.500000	1	1.0
bnoefhlmcljahcmcdioogplddhejadji	0.0.1	0.583333	0.200000	0	0.5
bobcjldkbeeocknholmgpgbcpmlgncjh	1	1.000000	0.200000	0	0.5
bobnakkimlajamdhachnonglbkgepdog	0.3	0.625000	0.500000	1	1.0
boeaejjldcmekafcddikolfdbmhejjao	1.0	0.666667	0.500000	1	1.0
boemfjhplecegjlmflilfojhmchhnjjl	1.1.1	0.000000	0.200000	0	0.0
bofaenhkdgjoahkhhkaekhbpbecephpg	1.0.0	0.833333	0.200000	0	0.5
bofebhgldkoidaefbmilbghfokbdcdik	2	0.875000	0.500000	1	1.0
bojmhgooehbocnfofajgeeapljbfdelh	8.0.0	0.000000	0.200000	0	0.0
bokllcgbedppondfhpbmkaljdgidamea	0.0.1	0.750000	0.500000	0	0.5
bomdokbllchhapfceinpiccdpelgfani	2.4	0.000000	0.200000	0	0.0
bomodnpenpboccigfgjfiagjboeelfkl	1.3.5	0.750000	0.500000	0	0.5
bpcncmfmdkcpmaoecnjjhmndaodlcndk	1.0.1	0.625000	0.500000	1	1.0
bpdfgjaecggdlabdpkobdjbiaipnpinp	2.0	0.750000	0.500000	1	1.0
bpgkfekflkgphdifpnehncchdfkhoahi	0.22	0.718750	0.500000	1	1.0
bpjknhhabngbbnfaahebebngkocaclei	0.2.0	0.875000	0.500000	0	0.5
bpkmgojgkomdikjniliagchhgdmlmgec	1.0.3	0.750000	0.500000	0	0.5
bpkpfkpgcmpmenlfjjnejbifllnkakfi	1.9	0.500000	0.200000	0	0.5
bpnlclcgolhhnjjhceejofkjgfbdngck	1.0	0.000000	0.200000	0	0.0
bpolalpbgcghnpkhpcnccpjaihmnflnj	3.2.3	1.000000	0.500000	1	1.0
cabbedeflmhbopcckhinonlideimgipi	0.6.0	0.500000	0.500000	1	1.0
caecomkodkibpkhjfibeojafdfkkbbmn	1.2.2	0.000000	0.200000	0	0.0
caeimnapkfakabfllhhldnapedklichb	0.0.3	0.750000	0.500000	0	0.5
caemhaohjmadjjjchpfdnalifhodieif	1.1.0	0.000000	0.200000	0	0.0
caepkkkphikaimcclhggcgaiamfnjbmc	2.2	0.000000	0.200000	0	0.0
cajafnokdjgfjeidonimoineaofgbpaa	1.0	0.875000	0.500000	0	0.5
cajcjhloahfffdkbmlnmonaeladohkce	0.0.1	1.000000	0.500000	0	0.5
camhibccnigmpgbdmegbmfmllcodjbje	1.1	0.250000	0.200000	0	0.0
camobgknfoooololaicigdapihbhfbki	1.2.1	0.700000	0.500000	1	1.0
caobfhiajcdhiffmfledgflhilcikggf	1.0.0	0.000000	0.200000	0	0.0
capefimkjkodhcbhobimmillaidijdap	2.6	0.000000	0.200000	0	0.0
cbaamdeigcnfhjmhlkopbbclbohejlgo	1.0.1	1.000000	0.200000	0	0.5
cbafpdnfopladkkgjkmhnadpmfajbnag	1.2	0.666667	0.500000	1	1.0
cbaloldkpkfplnkolaecfhnleemhijaj	1.0	0.625000	0.500000	1	1.0
cbcebknbeokfgkpbmmobkehbkndfemam	1.0.2	0.750000	0.515000	1	1.0
cbcfckccfijkfceajobagbgalacjfmcm	1.0	0.750000	0.500000	1	1.0
cbcpmkgpejejbnaaibokingmpdocgbnk	1.2	1.000000	0.500000	0	0.5
cbdbbadankhkhbpgnidkdcikmfkebmng	1.0	1.000000	0.500000	0	0.5
cbdfhfjemjbndkgeafknoifghpfmhpbl	0.4	0.750000	0.500000	0	0.5
cbdglchepfinflmacdpngipgldgkhijo	1.0	0.812500	0.423744	1	1.0
cbedblenleicmmjpiolbhlgndcomadhl	0.0.1	0.750000	0.500000	1	1.0
cbhgddmmchngcbmojcmadlbmibefmjfj	1.0	1.000000	0.500000	0	0.5
cbjilkijcodgchklcnjoljfbcgpapoie	1.0.1	0.000000	0.200000	0	0.0
cbldcemeekedfhjdihnmaoeegomkgkpj	1.0.4	0.750000	0.500000	0	0.5
cbnldploflpmmkmcbhipaoojkdmillkm	0.0.1	0.916667	0.500000	1	1.0
cbpdigepcgjdfjlahfgakbbacbaiipel	2.0	0.750000	0.500000	0	0.5
cbppffnkmafemfjgpamcfpojljhdjgnf	1.1.2	0.875000	0.500000	0	0.5
ccafmppemejohgimnoecdleifpikhfoa	1	0.500000	0.500000	0	0.5
ccakhohkglphphogkeimkicmjmjjnfog	1	0.500000	0.200000	1	1.0
ccbblenbhfdjlglckfoobcidijjdffhh	1.0	0.500000	0.200000	1	1.0
ccblcjhcdaobpplhjdnmpihaclfmlalk	1.1.1	0.750000	0.500000	0	0.5
ccdihkinnhbfannllnldpneinldfjdlb	1.2.9	1.000000	0.500000	0	0.5
ccdlhajcnoioikmbmpolclilohahpkao	1.0	0.750000	0.500000	1	1.0
cceaelibfhbcklgpdleilcmebckalmoa	2.0.0	1.000000	0.500000	0	0.5
ccfjhpnninlkicabjcgofpffkcihmhbc	1.0	0.875000	0.500000	0	0.5
ccggeoejlfiniobamfodnpglockgogcj	1.0	1.000000	0.500000	0	0.5
ccgpgfnlamkbgefnokeeaddlbojdjpcg	0.1.0	0.000000	0.200000	0	0.0
ccicllkpedpkilncdaololajfojgaodg	1.1.0	0.500000	0.200000	1	1.0
ccigddhpbhnlhdhafkcdjididdelghkj	1.2	0.500000	0.500000	0	0.5
ccigdglhdnhldijhgldfpcgekplmlmgp	1.0.0	1.000000	0.500000	0	0.5
ccinmdalofnalolibompghambelpgcbc	0.0.2	1.000000	0.200000	0	0.5
ccjmedocpepiinlhpohdamidgddpcdpd	0.0.6	0.750000	0.500000	1	1.0
cckmnfgnmggdknhgnjnfhdcfcbhcoadl	3.0	0.500000	0.200000	1	1.0
ccmcgejcmmmkljlmeplbnhomfknhgcea	1.0.1	0.000000	0.200000	0	0.0
ccoakaplppdlpdiobjojilfmompnemgm	1.0	0.000000	0.200000	0	0.0
ccokbpgcgmjpnepfbempfhgnbbmefogm	0.0.2	0.875000	0.500000	1	1.0
ccpaiflmpkndffnokbijmnmepbffdfep	1.2.5	0.750000	0.500000	1	1.0
cdahcagjjojodaiepeejnifnpbnmkepo	1.0	0.000000	0.200000	0	0.0
cdbbmjkjkoemiimhoeckfojnnnaiakoj	1.1.2	0.625000	0.500000	1	1.0
cdbilffelgliafnclliijhbcgkijhegc	1.2.1	0.000000	0.200000	0	0.0
cdckkiphjddeoihbojlbbimjbldfajhm	1.0.0	0.000000	0.200000	0	0.0
cdcnhchkffhfdmcmpnffbfladahokkfj	1.0	0.000000	0.200000	0	0.0
cddgicflnkibpihacchammhbpfkmhcha	1.7.8	1.000000	0.200000	0	0.5
cddilnjpngoldpdhfiibcjenaphclbik	0.1.1	0.833333	0.500000	1	1.0
cdfcibjplmbgiobgiejhngjfkpenipha	0.0.1	1.000000	0.500000	0	0.5
cdfikcpmbfmnbeamdedahhlobgmgnend	1.0.0	1.000000	0.500000	0	0.5
cdfnihallmkmhlbakkpeijikfccemcoi	1.0	0.750000	0.500000	0	0.5
cdgecapboaamjpjojakpgifejpicjijp	1.0	0.000000	0.200000	0	0.0
cdhbjlkdmgobcniamcekogiiagfdelaa	1.0.0	0.000000	0.200000	0	0.0
cdjepgblddibchomkpdnlhmocjechhgd	1.0	0.000000	0.200000	0	0.0
cdjhbcckhpekggoiccgmfnfjkoadnbob	1.0	0.750000	0.500000	0	0.5
cdjigkmhgbnbmopnppjemjahfcnafohf	0.1.0	0.000000	0.200000	0	0.0
cdjngdjjemoflkeppmidedobhcahoebf	1.0.1	0.625000	0.500000	1	1.0
cdknjdclgppmhnhgfhblinfhnejhchla	1.0.0	1.000000	0.500000	1	1.0
cdlcnglamlpcomkapdnabecponplgaao	0.0.1	0.000000	0.200000	0	0.0
cdlhbbfengdpmmkkfmdpelmdnbkbolce	0.3	0.750000	0.500000	0	0.5
cdnkganolmeplmbogonjihnikjhiblcj	1.1.0	0.750000	0.500000	0	0.5
cdoonbaiehijdllmcohlaheclbjminfe	0.0.0.1	1.000000	0.200000	0	0.5
ceahbimlgdminbiopkbjielpcioplehh	1.3	0.750000	0.500000	0	0.5
cedemonljfeanncbmhgheiadeglbpahc	1.0	0.250000	0.200000	0	0.0
ceepnfalnmkpbeaoimipdjdglecjhgga	1.0.0	0.000000	0.200000	0	0.0
cefehfbnpbpenjgeloodlhfmgdcpfdcb	1.2	0.800000	0.500000	1	1.0
cehnolhaoimiimkgcdhfjedobcciggji	0.1	1.000000	0.200000	0	0.5
cejioickklhkmgmepjlcknkoibnlgiif	1.0.0	0.875000	0.500000	0	0.5
cenbdfeahccnojkhiaomibcjpbgmdken	2.0	0.000000	0.200000	0	0.0
cenfiaikheapkidmdibllanmnmbafjkk	0.1	0.250000	0.200000	0	0.0
cepcnmnlgpjhcmdjmgoadcmlbkhihlof	1.5	0.000000	0.200000	0	0.0
cfangbjieglocpgfdnkcmngachefkgoo	0.0.1	0.000000	0.200000	0	0.0
cfcepdmkonlkglfkekjcbmhfbaonfgem	0.0.1	0.916667	0.500000	0	0.5
cfdjiolhfmmoifjnnidmjlehicccpebp	1.0.1	1.000000	0.429987	0	0.5
cfdlmoikkdpbliadbonfnegadckabcfb	1.1	0.250000	0.200000	0	0.0
cfeffmbofphfniofkcclbciepbdchlce	1.0.0	0.000000	0.200000	0	0.0
cffcagbcbneimjelnlbfmbedjpkhgidj	0.01	0.000000	0.200000	0	0.0
cffpjhigfkpibagpnbpgngjclaiepfjl	1.0	0.000000	0.200000	0	0.0
cfgdfmgcaflmgohnkfajfpeaclpealhm	1.0.0	0.000000	0.200000	0	0.0
cfhjeieigaehpbjkbodknmmbclpfncbh	1.0.0	0.750000	0.500000	0	0.5
cfjfabjpmlmfnkcbnigikidaajcgecae	1.0	0.812500	0.423744	1	1.0
cfjmdocelnpengcpkimhgnchedeoondj	1.2	0.500000	0.200000	1	1.0
cflkidpghdihpfelnnlfpkphddjfekpa	0.1.2	0.750000	0.200000	0	0.5
cfolkklofhdnkipabocfipfapkhebddd	1.0	0.000000	0.200000	0	0.0
cgcbbaeplmcgcmakecfdgokfmpgdgmnf	0.1	0.000000	0.200000	0	0.0
cgdjedkimlnikpcfgchielaapcobfelh	1.0	0.000000	0.200000	0	0.0
cgdlkdeddigbpaahepojneakfgdhjdhg	0.0.1	0.000000	0.200000	0	0.0
cgfphdgpinpefnokcjfobklcagndmjbj	1.0.0	1.000000	0.200000	0	0.5
cggnfmofdoifpdgimbkfemanlnnppejg	1.0.0	0.714286	0.500000	0	0.5
cggpjlfnblednplhplkohdlakefjfhbf	2.0	0.583333	0.500000	0	0.5
cgiaglcnjfomgnodabjhmeffnhhgennh	0.6.0	0.750000	0.500000	0	0.5
cgijcangpihmaejlccnamjfonkanklpj	2.0	0.916667	0.500000	0	0.5
cgjnflhknkemfipllcgfgagbpgimoceh	1	0.000000	0.200000	0	0.0
cglmhcbgaffjfcbfppmgmgchbpfdkkah	1.3	0.000000	0.200000	0	0.0
cgmpekanmifohkdfhghjakdpaoahadkj	1.0	0.000000	0.200000	0	0.0
cgnglmilmdafbppeolmlhmaalpohnkeb	0.2.0	1.000000	0.500000	0	0.5
cgnpgonngpdfolgnmkncbglcnelebdni	3.0	0.833333	0.200000	0	0.5
cgopegjmehghfechfnagpgepcdpgoefc	1.1	0.000000	0.200000	0	0.0
cgpaimhpnamenhoijjgcdbgiejkjcped	1.2	0.750000	0.500000	0	0.5
chapbfkamhdmdemlgfkkkanpambbkopf	1.0.2	0.000000	0.200000	0	0.0
chccbdblfoohapcmckphnpjjmcoepedc	3.10	1.000000	0.200000	0	0.5
chccfgmapdabjafpkeamdpnecbggljgp	1.0.1	0.875000	0.500000	0	0.5
chcclalkijfbgkfhnjhiamcmdjdnnokd	1.5	0.000000	0.200000	0	0.0
chcmbndpjhdcfngnjikdkddkgadaakin	1.0.3	0.000000	0.200000	0	0.0
chdmfmhnakcbdgaccneehljcjfmdgnjb	0.0.1	0.000000	0.200000	0	0.0
chdmokekkidkjhbnfhemmehafmfcajca	1.0	0.000000	0.200000	0	0.0
chgdabiikhgmacpjjaddphlmbfbmpclh	1	0.875000	0.500000	1	1.0
chggdilgcniafbdadilfmpjeclelnepk	1.0	0.000000	0.200000	0	0.0
chgkfhmenafolbpfdmeddopjjcpmkjej	1.0.2	0.875000	0.500000	1	1.0
chjmccjpmpecmagfphnocmbnamoegogi	1.0	0.750000	0.500000	0	0.5
chkeblhpgbilocingkiabmaoaghhlcog	1.4	0.750000	0.500000	0	0.5
chkmfmcljhggnibckhopgbklpmhefbim	0.1	0.500000	0.200000	1	1.0
chohlhkchallmnnboainclhjkaclhlmi	1.0	0.000000	0.200000	0	0.0
ciddoaboaagjonbcokejnkdenieknpon	1.0.2	0.666667	0.500000	1	1.0
cieikaeocafmceoapfogpffaalkncpkc	2.8.15	0.750000	0.574330	1	1.0
ciilalmdioneemccnabocgameohmfkhl	1.0.1	0.000000	0.200000	0	0.0
cikloemabdmlgcpgkoigajgngikjejed	2.0	0.000000	0.200000	0	0.0
cimlnfbgfldiegakljcgfjehfpcjiepb	1.3	0.500000	0.200000	1	1.0
cipiimnciajpjaiedfdibkoanmgafmob	1.6.1	1.000000	0.200000	0	0.5
cjemicpnjbkolocodjcpmpdjciaaabdm	1.0	0.875000	0.500000	0	0.5
cjfeaoommajmcampidndldmoglblleio	1.0	1.000000	0.500000	0	0.5
cjfkmgkknambkaiemmpodpgpekonnpbb	1.0.0	0.750000	0.500000	1	1.0
cjjjmeojemeihghagljnpahpempikkod	1.1	0.000000	0.200000	0	0.0
cjllccdekejlplhohhomabainmlccbbe	0.0.0.4	1.000000	0.429987	0	0.5
cjnmeflmjiogfpdmgbmncniffpcjhjjo	1.0	1.000000	0.200000	0	0.5
cjojfmlpamlgaangepephhflfegjmkif	1.0.2	0.000000	0.200000	0	0.0
cjokddokfjgclkadkhandenajlafkngc	1.0	1.000000	0.200000	0	0.5
cjphabmpepelpkgchldamebdmgeifipo	1.0.0	1.000000	0.200000	0	0.5
ckbeenbmjlgphkncjhgiaemelbnnbgjm	1.4	0.000000	0.200000	0	0.0
ckbjnlllfbilcboekhokmgfnmdbnbnfh	1.0.2	1.000000	0.500000	0	0.5
ckblhhkfehoeoaijgaajefoiimejefdf	1.1.0	0.750000	0.200000	0	0.5
ckdigppiffmfkmohahfdbekeicgdihff	0.0.3	0.000000	0.200000	0	0.0
